Round,Counsel. Rank,Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Penalty,Bond Years,Beds (Inst.)
1,7315,Tel Govt-NS LOC,SC-GEN,Telangana,ESIC Med CollSanath Nagar,RADIO DIAGNOSIS, 250000,107800,1000000,2,690
1,7367,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,EMERGENCY MEDICINE,72000, 99969,5000000,1,1498
1,7438,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,940
1,7520,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mediciti IMS Ghanpur,RADIO DIAGNOSIS,700000,Info not available,2000000,1,720
1,7524,Tel Govt-NS LOC,BCB-FEM,Telangana,Govt Med Coll Siddipet,OBG,10000, 50686,2000000,1,-
1,7551,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,TBRD,10000, 50686,2000000,1,1150
1,7569,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DCMS Hyderabad,GENERAL MEDICINE,775000,Info not available,2000000,1,1400
1,7636,Tel Govt-NS LOC,SC-FEM,Telangana,NIMS Hyderabad,RADIO DIAGNOSIS,72000, 99969,5000000,1,1498
1,7659,Tel Govt-NS LOC,BCA-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,7672,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mediciti IMS Ghanpur,RADIO DIAGNOSIS,700000,Info not available,2000000,1,720
1,7683,Tel Govt-NS LOC,OPEN-GEN,Telangana,RVM IMSRC Siddipet,GENERAL MEDICINE,700000,Info not available,2000000,1,1110
1,7691,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,7692,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,7719,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mamata Med Coll Khammam,DERMATOLOGY,750000,Info not available,2000000,1,1080
1,7748,Tel Govt-NS LOC,OPEN-GEN,Telangana,Bhaskar Med Coll Yenkapally,GENERAL MEDICINE,750000,Info not available,2000000,1,850
1,7783,Tel Govt-NS LOC,BCB-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,7868,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,TBRD, 250000,107800,1000000,2,690
1,8010,Tel Govt-NS LOC,BCB-GEN,Telangana,NIMS Hyderabad,ORTHOPAEDICS,72000, 99969,5000000,1,1498
1,8027,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Siddipet,GENERAL SURGERY,10000, 50686,2000000,1,-
1,8033,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
1,8045,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,OBG,10000, 50686,2000000,1,1150
1,8051,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mamata Med Coll Khammam,GENERAL MEDICINE,750000,Info not available,2000000,1,1080
1,8097,Tel Govt-NS LOC,SC-GEN,Telangana,Kakatiya Med Coll Warangal,GENERAL MEDICINE,10000, 50686,2000000,1,1150
1,8322,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,8323,Tel Govt-NS LOC,BCD-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,8341,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,GENERAL MEDICINE,750000,Info not available,2000000,1,1080
1,8370,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,8398,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,ANAESTHESIOLOGY, 250000,107800,1000000,2,690
1,8422,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,GENERAL SURGERY,10000, 50686,2000000,1,Info Not Availbale
1,8486,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,8616,Tel Govt-NS LOC,BCA-GEN,Telangana,Kakatiya Med Coll Warangal,DERMATOLOGY,10000, 50686,2000000,1,1150
1,8646,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,8656,Tel Govt-NS LOC,OPEN-FEM,Telangana,CAIMS Karimnagar,GENERAL MEDICINE,775000,Info not available,2000000,1,1000
1,8738,Tel Govt-NS LOC,OPEN-GEN,Telangana,CAIMS Karimnagar,GENERAL MEDICINE,775000,Info not available,2000000,1,1000
1,8769,Tel Govt-NS UNR,BCE-GEN,Telangana,MNR Med Coll Sangareddy,GENERAL MEDICINE,700000,Info not available,2000000,1,760
1,8789,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mamata Med Coll Khammam,OBG,750000,Info not available,2000000,1,1080
1,8838,Tel Govt-NS LOC,OPEN-FEM,Telangana,Prathima IMS Karimnagar,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,8841,Tel Govt-NS LOC,SC-GEN,Telangana,ESIC Med CollSanath Nagar,GENERAL MEDICINE, 250000,107800,1000000,2,690
1,8918,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni IMS Narketpally,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,8931,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,1200
1,8942,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,8990,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,9033,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,9075,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,PAEDIATRICS,10000, 50686,2000000,1,4800
1,9082,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,EMERGENCY MEDICINE,10000, 50686,2000000,1,1150
1,9137,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,TBRD,10000, 50686,2000000,1,Info Not Availbale
1,9186,Tel Govt-NS LOC,BCD-FEM,Telangana,Kakatiya Med Coll Warangal,GENERAL SURGERY,10000, 50686,2000000,1,1150
1,9203,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,PAEDIATRICS,750000,Info not available,2000000,1,760
1,9316,Tel Govt-NS LOC,SC-GEN,Telangana,Osmania Med Coll Hyderabad,DERMATOLOGY,10000, 50686,2000000,1,4800
1,9325,Tel Govt-NS LOC,BCB-GEN,Telangana,NIMS Hyderabad,ANAESTHESIOLOGY,72000, 99969,5000000,1,1498
1,9395,Tel Govt-NS LOC,BCB-FEM,Telangana,Apollo IMSR Hyderabad,GENERAL MEDICINE,750000,Info not available,2000000,1,570
1,9408,Tel Govt-NS UNR,BCA-GEN,Telangana,Bhaskar Med Coll Yenkapally,RADIO DIAGNOSIS,750000,Info not available,2000000,1,850
1,9436,Tel Govt-NS LOC,SC-FEM,Telangana,Osmania Med Coll Hyderabad,RADIO DIAGNOSIS,10000, 50686,2000000,1,4800
1,9445,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mahavir Inst of MS Vikarabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,700
1,9508,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
1,9521,Tel Govt-NS LOC,BCD-GEN,Telangana,SVS Med Coll Mehboobnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,760
1,9660,Tel Govt-NS LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,DERMATOLOGY,750000,Info not available,2000000,1,570
1,9726,Tel Govt-NS LOC,SC-FEM,Telangana,Gandhi Med Coll Secunderabad,DERMATOLOGY,10000, 50686,2000000,1,1200
1,9789,Tel Govt-NS LOC,BCB-GEN,Telangana,Mamata Med Coll Khammam,GENERAL MEDICINE,750000,Info not available,2000000,1,1080
1,9810,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy IMS Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,940
1,9818,Tel Govt-NS LOC,OPEN-FEM,Telangana,Apollo IMSR Hyderabad,PAEDIATRICS,750000,Info not available,2000000,1,570
1,9831,Tel Govt-NS LOC,OPEN-GEN,Telangana,Prathima IMS Karimnagar,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,9937,Tel Govt-NS UNR,BCB-FEM,Telangana,MNR Med Coll Sangareddy,RADIO DIAGNOSIS,700000,Info not available,2000000,1,760
1,9948,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,9956,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,9960,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,ENT,10000, 50686,2000000,1,4800
1,9974,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,PAEDIATRICS,750000,Info not available,2000000,1,1080
1,10029,Tel Govt-NS LOC,OPEN-FEM,Telangana,Malla Reddy(Women) Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,1050
1,10101,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,OBG,10000, 50686,2000000,1,1200
1,10183,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kamineni (KAMSRC) Hyderabad,OBG,700000,Info not available,2000000,1,650
1,10197,Tel Govt-NS LOC,OPEN-GEN,Telangana,MNR Med Coll Sangareddy,GENERAL MEDICINE,700000,Info not available,2000000,1,760
1,10211,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,DCMS Hyderabad,RADIO DIAGNOSIS,775000,Info not available,2000000,1,1400
1,10222,Tel Govt-NS LOC,BCB-GEN,Telangana,Govt Med Coll Nizamabad,GENERAL SURGERY,10000, 50686,2000000,1,500
1,10297,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mahavir Inst of MS Vikarabad,GENERAL MEDICINE,700000,Info not available,2000000,1,700
1,10373,Tel Govt-NS UNR,BCD-GEN,Telangana,MNR Med Coll Sangareddy,OBG,700000,Info not available,2000000,1,760
1,10418,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,10465,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,Shadan IMSRC Peerancheru,OBG,750000,Info not available,2000000,1,800
1,10484,Tel Govt-NS LOC,OPEN-FEM,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
1,10502,Tel Govt-NS LOC,BCD-GEN,Telangana,Malla Reddy(Women) Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,1050
1,10595,Tel Govt-NS LOC,BCD-GEN,Telangana,SVS Med Coll Mehboobnagar,RADIO DIAGNOSIS,750000,Info not available,2000000,1,760
1,10674,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,10686,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,1200
1,10758,Tel Govt-NS LOC,BCD-GEN,Telangana,Rajiv Gandhi IMS Adilabad,TBRD,10000, 50686,2000000,1,Info Not Availbale
1,10791,Tel Govt-NS UNR,BCD-GEN,Telangana,Mediciti IMS Ghanpur,GENERAL MEDICINE,700000,Info not available,2000000,1,720
1,10800,Tel Govt-NS UNR,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL SURGERY,700000,Info not available,2000000,1,940
1,10895,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,10914,Tel Govt-NS LOC,OPEN-FEM,Telangana,MNR Med Coll Sangareddy,GENERAL MEDICINE,700000,Info not available,2000000,1,760
1,10917,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,10945,Tel Govt-NS UNR,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,RADIO DIAGNOSIS,750000,Info not available,2000000,1,800
1,10965,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,10977,Tel Govt-NS LOC,BCA-FEM,Telangana,CAIMS Karimnagar,RADIO DIAGNOSIS,775000,Info not available,2000000,1,1000
1,11009,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,DERMATOLOGY,700000,Info not available,2000000,1,650
1,11012,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,11060,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy(Women) Hyderabad,DERMATOLOGY,700000,Info not available,2000000,1,1050
1,11158,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,RADIO DIAGNOSIS,775000,Info not available,2000000,1,1400
1,11172,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,11295,Tel Govt-NS LOC,BCD-GEN,Telangana,Malla Reddy(Women) Hyderabad,RADIO DIAGNOSIS,700000,Info not available,2000000,1,1050
1,11296,Tel Govt-NS LOC,OPEN-GEN,Telangana,Bhaskar Med Coll Yenkapally,DERMATOLOGY,750000,Info not available,2000000,1,850
1,11299,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni IMS Narketpally,DERMATOLOGY,750000,Info not available,2000000,1,1060
1,11323,Tel Govt-NS LOC,BCB-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,DERMATOLOGY,700000,Info not available,2000000,1,650
1,11418,Tel Govt-NS UNR,BCA-GEN,Telangana,Mediciti IMS Ghanpur,OBG,700000,Info not available,2000000,1,720
1,11433,Tel Govt-NS UNR,SC-GEN,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,11483,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,11509,Tel Govt-NS LOC,OPEN-FEM,Telangana,Dr Patnam MRInstofMSChevella,GENERAL MEDICINE,-,-,-,-,-
1,11621,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,1200
1,11773,Tel Govt-NS LOC,OPEN-GEN,Telangana,Gandhi Med Coll Secunderabad,ENT,10000, 50686,2000000,1,1200
1,11780,Tel Govt-NS UNR,OPEN-GEN,Telangana,Kakatiya Med Coll Warangal,ANAESTHESIOLOGY,10000, 50686,2000000,1,1150
1,11838,Tel Govt-NS UNR,OPEN-FEM,Telangana,Prathima IMS Karimnagar,GENERAL SURGERY,750000,Info not available,2000000,1,1060
1,11850,Tel Govt-NS LOC,BCA-FEM,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,11851,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,11853,Tel Govt-NS UNR,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,ORTHOPAEDICS,10000, 50686,2000000,1,1150
1,11961,Tel Govt-NS LOC,BCB-FEM,Telangana,CAIMS Karimnagar,GENERAL MEDICINE,775000,Info not available,2000000,1,1000
1,11963,Tel Govt-NS LOC,BCB-FEM,Telangana,Prathima IMS Karimnagar,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,11984,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,12000,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,ENT,10000, 50686,2000000,1,4800
1,12013,Tel Govt-NS UNR,BCB-GEN,Telangana,Kakatiya Med Coll Warangal,OPHTHALMOLOGY,10000, 50686,2000000,1,1150
1,12044,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
1,12109,Tel Govt-NS UNR,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,GENERAL MEDICINE,750000,Info not available,2000000,1,800
1,12295,Tel Govt-NS UNR,BCD-FEM,Telangana,SVS Med Coll Mehboobnagar,PAEDIATRICS,750000,Info not available,2000000,1,760
1,12297,Tel Govt-NS LOC,OPEN-FEM,Telangana,Prathima IMS Karimnagar,OBG,750000,Info not available,2000000,1,1060
1,12309,Tel Govt-NS LOC,OPEN-FEM,Telangana,ESIC Med CollSanath Nagar,ENT, 250000,107800,1000000,2,690
1,12320,Tel Govt-NS LOC,BCA-FEM,Telangana,Gandhi Med Coll Secunderabad,TBRD,10000, 50686,2000000,1,1200
1,12339,Tel Govt-NS LOC,OPEN-GEN,Telangana,CAIMS Karimnagar,PAEDIATRICS,775000,Info not available,2000000,1,1000
1,12358,Tel Govt-NS LOC,BCC-GEN,Telangana,Osmania Med Coll Hyderabad,GENERAL SURGERY,10000, 50686,2000000,1,4800
1,12363,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Nizamabad,ORTHOPAEDICS,10000, 50686,2000000,1,500
1,12552,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni IMS Narketpally,PAEDIATRICS,750000,Info not available,2000000,1,1060
1,12553,Tel Govt-NS LOC,BCA-GEN,Telangana,Mediciti IMS Ghanpur,RADIO DIAGNOSIS,700000,Info not available,2000000,1,720
1,12557,Tel Govt-NS LOC,BCE-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,12593,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,ORTHOPAEDICS,10000, 50686,2000000,1,4800
1,12625,Tel Govt-NS UNR,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,1200
1,12788,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,GENERAL MEDICINE,775000,Info not available,2000000,1,1400
1,12793,Tel Govt-NS LOC,BCD-FEM,Telangana,Rajiv Gandhi IMS Adilabad,GENERAL SURGERY,10000, 50686,2000000,1,Info Not Availbale
1,12860,Tel Govt-NS LOC,OPEN-GEN,Telangana,NIMS Hyderabad,RADIATION ONCOLOGY,72000, 99969,5000000,1,1498
1,13015,Tel Govt-NS LOC,OPEN-FEM,Telangana,ESIC Med CollSanath Nagar,ORTHOPAEDICS, 250000,107800,1000000,2,690
1,13211,Tel Govt-NS LOC,SC-GEN,Telangana,Malla Reddy IMS Hyderabad,GENERAL MEDICINE,700000,Info not available,2000000,1,940
1,13271,Tel Govt-NS LOC,BCB-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,13283,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,ANAESTHESIOLOGY,10000, 50686,2000000,1,1150
1,13337,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,13350,Tel Govt-NS LOC,OPEN-FEM,Telangana,Malla Reddy IMS Hyderabad,GENERAL SURGERY,700000,Info not available,2000000,1,940
1,13394,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,ENT,10000, 50686,2000000,1,1200
1,13424,Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,Shadan IMSRC Peerancheru,GENERAL MEDICINE,750000,Info not available,2000000,1,800
1,13486,Tel Govt-NS LOC,OPEN-FEM,Telangana,Malla Reddy IMS Hyderabad,OBG,700000,Info not available,2000000,1,940
1,13641,Tel Govt-NS LOC,BCA-GEN,Telangana,Prathima IMS Karimnagar,GENERAL MEDICINE,750000,Info not available,2000000,1,1060
1,13918,Tel Govt-NS LOC,BCD-GEN,Telangana,MNR Med Coll Sangareddy,DERMATOLOGY,700000,Info not available,2000000,1,760
1,13942,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,OPHTHALMOLOGY, 250000,107800,1000000,2,690
1,13982,Tel Govt-NS LOC,OPEN-FEM,Telangana,Dr Patnam MRInstofMSChevella,PAEDIATRICS,-,-,-,-,-
1,14002,Tel Govt-NS LOC,BCD-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,14022,Tel Govt-NS LOC,BCB-FEM,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
1,14093,Tel Govt-NS LOC,BCD-GEN,Telangana,Gandhi Med Coll Secunderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,1200
1,14149,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,OBG,700000,Info not available,2000000,1,940
1,14153,Tel Govt-NS LOC,BCE-FEM,Telangana,Mediciti IMS Ghanpur,RADIO DIAGNOSIS,700000,Info not available,2000000,1,720
1,14167,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,ORTHOPAEDICS,10000, 50686,2000000,1,Info Not Availbale
1,14192,Tel Govt-NS LOC,BCD-FEM,Telangana,Osmania Med Coll Hyderabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,4800
1,14210,Tel Govt-NS UNR,BCB-GEN,Telangana,Prathima IMS Karimnagar,OBG,750000,Info not available,2000000,1,1060
1,14212,Tel Govt-NS UNR,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,PSYCHIATRY,10000, 50686,2000000,1,4800
1,14215,Tel Govt-NS LOC,OPEN-FEM,Telangana,Gandhi Med Coll Secunderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,1200
1,14221,Tel Govt-NS LOC,OPEN-GEN,Telangana,Prathima IMS Karimnagar,TBRD,750000,Info not available,2000000,1,1060
1,14241,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,PAEDIATRICS,10000, 50686,2000000,1,1200
1,14246,Tel Govt-NS LOC,OPEN-GEN,Telangana,Osmania Med Coll Hyderabad,DTBCD,10000, 50686,1000000,1,4800
1,14263,Tel Govt-NS LOC,OPEN-FEM,Telangana,Kakatiya Med Coll Warangal,OPHTHALMOLOGY,10000, 50686,2000000,1,1150
1,14273,Tel Govt-NS UNR,BCA-FEM,Telangana,Gandhi Med Coll Secunderabad,ORTHOPAEDICS,10000, 50686,2000000,1,1200
1,14451,Tel Govt-NS LOC,OPEN-GEN,Telangana,Govt Med Coll Nizamabad,OPHTHALMOLOGY,10000, 50686,2000000,1,500
1,14452,Tel Govt-NS LOC,BCB-FEM,Telangana,Kakatiya Med Coll Warangal,ANAESTHESIOLOGY,10000, 50686,2000000,1,1150
1,14459,Tel Govt-NS LOC,OPEN-GEN,Telangana,Rajiv Gandhi IMS Adilabad,ANAESTHESIOLOGY,10000, 50686,2000000,1,Info Not Availbale
1,14521,Tel Govt-NS LOC,OPEN-GEN,Telangana,ESIC Med CollSanath Nagar,PSYCHIATRY, 250000,107800,1000000,2,690
1,14637,Tel Govt-NS LOC,SC-FEM,Telangana,Govt Med Coll Nizamabad,GENERAL MEDICINE,10000, 50686,2000000,1,500
1,14640,Tel Govt-NS LOC,OPEN-GEN,Telangana,Mamata Med Coll Khammam,TBRD,750000,Info not available,2000000,1,1080
1,14644,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,PAEDIATRICS,775000,Info not available,2000000,1,1400
1,14651,Tel Govt-NS LOC,SC-FEM,Telangana,Osmania Med Coll Hyderabad,OBG,10000, 50686,2000000,1,4800
1,14652,Tel Govt-NS LOC,BCD-GEN,Telangana,Malla Reddy(Women) Hyderabad,PAEDIATRICS,700000,Info not available,2000000,1,1050
1,14657,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy IMS Hyderabad,OBG,700000,Info not available,2000000,1,940
1,14658,Tel Govt-NS LOC,BCB-FEM,Telangana,Mahavir Inst of MS Vikarabad,DERMATOLOGY,700000,Info not available,2000000,1,700
1,14670,Tel Govt-NS LOC,BCD-FEM,Telangana,Malla Reddy IMS Hyderabad,DERMATOLOGY,700000,Info not available,2000000,1,940
1,14678,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,RADIO DIAGNOSIS,750000,Info not available,2000000,1,800
1,14685,Tel Govt-NS UNR,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,ORTHOPAEDICS,750000,Info not available,2000000,1,760
1,14696,Tel Govt-NS UNR,BCB-GEN,Telangana,Malla Reddy IMS Hyderabad,TBRD,700000,Info not available,2000000,1,940
1,14729,Tel Govt-NS LOC,OPEN-FEM,Telangana,Osmania Med Coll Hyderabad,RADIATION ONCOLOGY,10000, 50686,2000000,1,4800
1,14764,Tel Govt-NS LOC,OPEN-GEN,Telangana,SVS Med Coll Mehboobnagar,OBG,750000,Info not available,2000000,1,760
1,14801,Tel Govt-NS LOC,OPEN-GEN,Telangana,Apollo IMSR Hyderabad,GENERAL SURGERY,750000,Info not available,2000000,1,570
1,14804,Tel Govt-NS LOC,SC-GEN,Telangana,Gandhi Med Coll Secunderabad,GENERAL SURGERY,10000, 50686,2000000,1,1200
1,14857,Tel Govt-NS LOC,BCD-GEN,Telangana,Kakatiya Med Coll Warangal,ORTHOPAEDICS,10000, 50686,2000000,1,1150
1,14993,Tel Govt-NS LOC,BCB-GEN,Telangana,Gandhi Med Coll Secunderabad,ENT,10000, 50686,2000000,1,1200
1,15010,Tel Govt-NS LOC,BCA-GEN,Telangana,Osmania Med Coll Hyderabad,OPHTHALMOLOGY,10000, 50686,2000000,1,4800
1,15132,Tel Govt-NS LOC,OPEN-GEN,Telangana,Malla Reddy(Women) Hyderabad,TBRD,700000,Info not available,2000000,1,1050
1,15169,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,DCMS Hyderabad,PAEDIATRICS,775000,Info not available,2000000,1,1400
1,15184,Tel Govt-NS LOC,OPEN-GEN,Telangana,Kamineni (KAMSRC) Hyderabad,OBG,700000,Info not available,2000000,1,650
1,15199,Tel Govt-NS LOC,MIN-GEN-MSM,Telangana,Shadan IMSRC Peerancheru,GENERAL MEDICINE,750000,Info not available,2000000,1,800
